indicator,country_code,country,year,value_f,note_f,value_m,note_m
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2008,6,,,
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2009,9,,,
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2010,12,,,
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2011,13,,,
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2012,16,,,
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2013,6,,,
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2014,12,,,
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2015,8,,,
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2016,12,,,
"Complications of pregnancy, childbirth and the puerperium",AUS,Australia,2017,5,,,
Certain conditions originating in the perinatal period,AUS,Australia,2000,291,,356,
Certain conditions originating in the perinatal period,AUS,Australia,2001,264,,393,
Certain conditions originating in the perinatal period,AUS,Australia,2002,301,,353,
Certain conditions originating in the perinatal period,AUS,Australia,2003,264,,339,
Certain conditions originating in the perinatal period,AUS,Australia,2004,251,,327,
Certain conditions originating in the perinatal period,AUS,Australia,2006,292,,361,
Certain conditions originating in the perinatal period,AUS,Australia,2007,256,,331,
Certain conditions originating in the perinatal period,AUS,Australia,2008,256,,340,
Certain conditions originating in the perinatal period,AUS,Australia,2009,285,,369,
Certain conditions originating in the perinatal period,AUS,Australia,2010,246,,369,
Certain conditions originating in the perinatal period,AUS,Australia,2011,264,,348,
Certain conditions originating in the perinatal period,AUS,Australia,2012,231,,281,
Certain conditions originating in the perinatal period,AUS,Australia,2013,264,,295,
Certain conditions originating in the perinatal period,AUS,Australia,2014,258,,288,
Certain conditions originating in the perinatal period,AUS,Australia,2015,252,,297,
Certain conditions originating in the perinatal period,AUS,Australia,2016,237,,316,
Certain conditions originating in the perinatal period,AUS,Australia,2017,243,,339,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2000,291,,331,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2001,270,,331,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2002,276,,302,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2003,271,,325,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2004,285,,300,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2006,241,,312,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2007,289,,306,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2008,277,,337,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2009,282,,356,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2010,298,,312,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2011,256,,294,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2012,269,,281,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2013,301,,321,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2014,304,,316,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2015,271,,318,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2016,261,,330,
Congenital malformations and chromosomal abnormalities,AUS,Australia,2017,303,,331,
"Symptoms, signs, ill-defined causes",AUS,Australia,2000,304,,337,
"Symptoms, signs, ill-defined causes",AUS,Australia,2001,261,,267,
"Symptoms, signs, ill-defined causes",AUS,Australia,2002,363,,368,
"Symptoms, signs, ill-defined causes",AUS,Australia,2003,403,,483,
"Symptoms, signs, ill-defined causes",AUS,Australia,2004,418,,542,
"Symptoms, signs, ill-defined causes",AUS,Australia,2006,444,,471,
"Symptoms, signs, ill-defined causes",AUS,Australia,2007,495,,521,
"Symptoms, signs, ill-defined causes",AUS,Australia,2008,448,,405,
"Symptoms, signs, ill-defined causes",AUS,Australia,2009,404,,329,
"Symptoms, signs, ill-defined causes",AUS,Australia,2010,426,,421,
"Symptoms, signs, ill-defined causes",AUS,Australia,2011,517,,492,
"Symptoms, signs, ill-defined causes",AUS,Australia,2012,676,,661,
"Symptoms, signs, ill-defined causes",AUS,Australia,2013,702,,678,
"Symptoms, signs, ill-defined causes",AUS,Australia,2014,811,,735,
External causes of mortality,AUS,Australia,2000,2587,,5586,
External causes of mortality,AUS,Australia,2001,2422,,5386,
External causes of mortality,AUS,Australia,2002,2530,,5256,
External causes of mortality,AUS,Australia,2003,2495,,5178,
External causes of mortality,AUS,Australia,2004,2675,,5295,
External causes of mortality,AUS,Australia,2006,2689,,5413,
External causes of mortality,AUS,Australia,2007,2830,,5402,
External causes of mortality,AUS,Australia,2008,3008,,5892,
External causes of mortality,AUS,Australia,2009,3066,,6005,
External causes of mortality,AUS,Australia,2010,3053,,5928,
External causes of mortality,AUS,Australia,2011,3311,,5898,
External causes of mortality,AUS,Australia,2012,3400,,5938,
External causes of mortality,AUS,Australia,2013,3307,,5864,
External causes of mortality,AUS,Australia,2014,3715,,6442,
External causes of mortality,AUS,Australia,2015,3883,,6779,
External causes of mortality,AUS,Australia,2016,3901,,6845,
External causes of mortality,AUS,Australia,2017,3910,,6799,
Transport Accidents,AUS,Australia,2000,564,,1493,
Transport Accidents,AUS,Australia,2001,518,,1526,
Transport Accidents,AUS,Australia,2002,511,,1428,
Transport Accidents,AUS,Australia,2003,479,,1309,
Transport Accidents,AUS,Australia,2004,456,,1255,
Transport Accidents,AUS,Australia,2006,444,,1364,
Transport Accidents,AUS,Australia,2007,449,,1289,
Transport Accidents,AUS,Australia,2008,426,,1217,
Transport Accidents,AUS,Australia,2009,445,,1246,
Transport Accidents,AUS,Australia,2010,399,,1167,
Transport Accidents,AUS,Australia,2011,428,,1168,
Transport Accidents,AUS,Australia,2012,403,,1128,
Transport Accidents,AUS,Australia,2013,383,,1088,
Transport Accidents,AUS,Australia,2014,390,,1046,
Transport Accidents,AUS,Australia,2015,391,,1072,
Transport Accidents,AUS,Australia,2016,375,,1119,
Transport Accidents,AUS,Australia,2017,354,,1042,
Accidental falls,AUS,Australia,2000,262,,315,
Accidental falls,AUS,Australia,2001,277,,353,
Accidental falls,AUS,Australia,2002,301,,326,
Accidental falls,AUS,Australia,2003,331,,386,
Accidental falls,AUS,Australia,2004,457,,416,
Accidental falls,AUS,Australia,2006,670,,618,
Accidental falls,AUS,Australia,2007,691,,646,
Accidental falls,AUS,Australia,2008,759,,702,
Accidental falls,AUS,Australia,2009,702,,748,
Accidental falls,AUS,Australia,2010,874,,796,
Accidental falls,AUS,Australia,2011,962,,910,
Accidental falls,AUS,Australia,2012,1072,,945,
Accidental falls,AUS,Australia,2013,1039,,952,
Accidental falls,AUS,Australia,2014,1263,,1136,
Accidental falls,AUS,Australia,2015,1391,,1223,
Accidental falls,AUS,Australia,2016,1408,,1311,
Accidental falls,AUS,Australia,2017,1469,,1313,
Intentional self-harm,AUS,Australia,2000,505,,1883,
Intentional self-harm,AUS,Australia,2001,521,,1935,
Intentional self-harm,AUS,Australia,2002,506,,1813,
Intentional self-harm,AUS,Australia,2003,471,,1684,
Intentional self-harm,AUS,Australia,2004,442,,1671,
Intentional self-harm,AUS,Australia,2006,494,,1624,
Intentional self-harm,AUS,Australia,2007,529,,1698,
Intentional self-harm,AUS,Australia,2008,508,,1832,
Intentional self-harm,AUS,Australia,2009,552,,1783,
Intentional self-harm,AUS,Australia,2010,553,,1865,
Intentional self-harm,AUS,Australia,2011,581,,1811,
Intentional self-harm,AUS,Australia,2012,650,,1930,
Intentional self-harm,AUS,Australia,2013,664,,1944,
Intentional self-harm,AUS,Australia,2014,714,,2205,
Intentional self-harm,AUS,Australia,2015,764,,2329,
Intentional self-harm,AUS,Australia,2016,736,,2171,
Intentional self-harm,AUS,Australia,2017,778,,2346,
Assault,AUS,Australia,2000,114,,189,
Assault,AUS,Australia,2001,103,,201,
Assault,AUS,Australia,2002,95,,191,
Assault,AUS,Australia,2003,82,,175,
Assault,AUS,Australia,2004,57,,103,
Assault,AUS,Australia,2006,86,,170,
Assault,AUS,Australia,2007,78,,138,
Assault,AUS,Australia,2008,93,,158,
Assault,AUS,Australia,2009,80,,192,
Assault,AUS,Australia,2010,87,,157,
Assault,AUS,Australia,2011,91,,152,
Assault,AUS,Australia,2012,87,,198,
Assault,AUS,Australia,2013,88,,160,
Assault,AUS,Australia,2014,102,,170,
Assault,AUS,Australia,2015,93,,189,
Assault,AUS,Australia,2016,82,,172,
Assault,AUS,Australia,2017,56,,124,
Tuberculosis,AUS,Australia,2000,21,,33,
Tuberculosis,AUS,Australia,2001,33,,53,
Tuberculosis,AUS,Australia,2002,34,,33,
Tuberculosis,AUS,Australia,2003,27,,26,
Tuberculosis,AUS,Australia,2004,29,,34,
Tuberculosis,AUS,Australia,2006,23,,35,
Tuberculosis,AUS,Australia,2007,20,,32,
Tuberculosis,AUS,Australia,2008,33,,31,
Tuberculosis,AUS,Australia,2009,20,,37,
Tuberculosis,AUS,Australia,2010,22,,33,
Tuberculosis,AUS,Australia,2011,27,,28,
Tuberculosis,AUS,Australia,2012,15,,20,
Tuberculosis,AUS,Australia,2013,17,,34,
Tuberculosis,AUS,Australia,2014,15,,31,
Tuberculosis,AUS,Australia,2015,25,,26,
Tuberculosis,AUS,Australia,2016,25,,24,
Tuberculosis,AUS,Australia,2017,26,,22,
Neoplasms,AUS,Australia,2000,15902,,20665,
Neoplasms,AUS,Australia,2001,16407,,21052,
Neoplasms,AUS,Australia,2002,16829,,21440,
Neoplasms,AUS,Australia,2003,16870,,21396,
Neoplasms,AUS,Australia,2004,17032,,21851,
Neoplasms,AUS,Australia,2006,17382,,22388,
Neoplasms,AUS,Australia,2007,17533,,22798,
Neoplasms,AUS,Australia,2008,18510,,23913,
Neoplasms,AUS,Australia,2009,18272,,23693,
Neoplasms,AUS,Australia,2010,18756,,24560,
Neoplasms,AUS,Australia,2011,18987,,24750,
Neoplasms,AUS,Australia,2012,18945,,24566,
Neoplasms,AUS,Australia,2013,19437,,25239,
Neoplasms,AUS,Australia,2014,19743,,24998,
Neoplasms,AUS,Australia,2015,20452,,26143,
Neoplasms,AUS,Australia,2016,20167,,26158,
Neoplasms,AUS,Australia,2017,20237,,26162,
Malignant neoplasms of stomach,AUS,Australia,2000,426,,763,
Malignant neoplasms of stomach,AUS,Australia,2001,456,,753,
Malignant neoplasms of stomach,AUS,Australia,2002,447,,772,
Malignant neoplasms of stomach,AUS,Australia,2003,482,,686,
Malignant neoplasms of stomach,AUS,Australia,2004,425,,720,
Malignant neoplasms of stomach,AUS,Australia,2006,448,,669,
Malignant neoplasms of stomach,AUS,Australia,2007,426,,706,
Malignant neoplasms of stomach,AUS,Australia,2008,428,,717,
Malignant neoplasms of stomach,AUS,Australia,2009,425,,677,
Malignant neoplasms of stomach,AUS,Australia,2010,375,,719,
Malignant neoplasms of stomach,AUS,Australia,2011,425,,717,
Malignant neoplasms of stomach,AUS,Australia,2012,436,,707,
Malignant neoplasms of stomach,AUS,Australia,2013,430,,797,
Malignant neoplasms of stomach,AUS,Australia,2014,433,,705,
Malignant neoplasms of stomach,AUS,Australia,2015,439,,712,
Malignant neoplasms of stomach,AUS,Australia,2016,381,,707,
Malignant neoplasms of stomach,AUS,Australia,2017,442,,719,
Malignant neoplasms of pancreas,AUS,Australia,2000,876,,872,
Malignant neoplasms of pancreas,AUS,Australia,2001,865,,946,
Malignant neoplasms of pancreas,AUS,Australia,2002,881,,958,
Malignant neoplasms of pancreas,AUS,Australia,2003,940,,941,
Malignant neoplasms of pancreas,AUS,Australia,2004,985,,1013,
Malignant neoplasms of pancreas,AUS,Australia,2006,1030,,1047,
Malignant neoplasms of pancreas,AUS,Australia,2007,1017,,1235,
Malignant neoplasms of pancreas,AUS,Australia,2008,1098,,1191,
Malignant neoplasms of pancreas,AUS,Australia,2009,1062,,1142,
Malignant neoplasms of pancreas,AUS,Australia,2010,1201,,1233,
Malignant neoplasms of pancreas,AUS,Australia,2011,1198,,1218,
Malignant neoplasms of pancreas,AUS,Australia,2012,1193,,1331,
Malignant neoplasms of pancreas,AUS,Australia,2013,1223,,1336,
Malignant neoplasms of pancreas,AUS,Australia,2014,1255,,1292,
Malignant neoplasms of pancreas,AUS,Australia,2015,1329,,1435,
Malignant neoplasms of pancreas,AUS,Australia,2016,1411,,1500,
Malignant neoplasms of pancreas,AUS,Australia,2017,1430,,1566,
Malignant neoplasms of liver,AUS,Australia,2000,228,,513,
Malignant neoplasms of liver,AUS,Australia,2001,239,,538,
Malignant neoplasms of liver,AUS,Australia,2002,301,,548,
Malignant neoplasms of liver,AUS,Australia,2003,288,,603,
Malignant neoplasms of liver,AUS,Australia,2004,329,,567,
Malignant neoplasms of liver,AUS,Australia,2006,352,,720,
Malignant neoplasms of liver,AUS,Australia,2007,391,,718,
Malignant neoplasms of liver,AUS,Australia,2008,416,,797,
Malignant neoplasms of liver,AUS,Australia,2009,440,,888,
Malignant neoplasms of liver,AUS,Australia,2010,449,,888,
Malignant neoplasms of liver,AUS,Australia,2011,443,,980,
Malignant neoplasms of liver,AUS,Australia,2012,514,,976,
Malignant neoplasms of liver,AUS,Australia,2013,534,,1040,
Malignant neoplasms of liver,AUS,Australia,2014,601,,1131,
Malignant neoplasms of liver,AUS,Australia,2015,598,,1222,
Malignant neoplasms of liver,AUS,Australia,2016,634,,1232,
Malignant neoplasms of liver,AUS,Australia,2017,673,,1241,
Malignant neoplasms of ovary,AUS,Australia,2000,780,,,
Malignant neoplasms of ovary,AUS,Australia,2001,837,,,
Malignant neoplasms of ovary,AUS,Australia,2002,841,,,
Malignant neoplasms of ovary,AUS,Australia,2003,781,,,
Malignant neoplasms of ovary,AUS,Australia,2004,852,,,
Malignant neoplasms of ovary,AUS,Australia,2006,796,,,
Malignant neoplasms of ovary,AUS,Australia,2007,850,,,
Malignant neoplasms of ovary,AUS,Australia,2008,898,,,
Malignant neoplasms of ovary,AUS,Australia,2009,853,,,
Malignant neoplasms of ovary,AUS,Australia,2010,912,,,
Malignant neoplasms of ovary,AUS,Australia,2011,903,,,
Malignant neoplasms of ovary,AUS,Australia,2012,933,,,
Malignant neoplasms of ovary,AUS,Australia,2013,949,,,
Malignant neoplasms of ovary,AUS,Australia,2014,975,,,
Malignant neoplasms of ovary,AUS,Australia,2015,930,,,
Malignant neoplasms of ovary,AUS,Australia,2016,938,,,
Malignant neoplasms of ovary,AUS,Australia,2017,990,,,
Hodgkin’s disease,AUS,Australia,2000,31,,37,
Hodgkin’s disease,AUS,Australia,2001,27,,21,
Hodgkin’s disease,AUS,Australia,2002,31,,42,
Hodgkin’s disease,AUS,Australia,2003,33,,34,
Hodgkin’s disease,AUS,Australia,2004,26,,45,
Hodgkin’s disease,AUS,Australia,2006,21,,32,
Hodgkin’s disease,AUS,Australia,2007,26,,44,
Hodgkin’s disease,AUS,Australia,2008,30,,26,
Hodgkin’s disease,AUS,Australia,2009,30,,34,
Hodgkin’s disease,AUS,Australia,2010,40,,44,
Hodgkin’s disease,AUS,Australia,2011,34,,38,
Hodgkin’s disease,AUS,Australia,2012,23,,55,
Hodgkin’s disease,AUS,Australia,2013,23,,37,
Hodgkin’s disease,AUS,Australia,2014,47,,47,
Hodgkin’s disease,AUS,Australia,2015,30,,41,
Hodgkin’s disease,AUS,Australia,2016,35,,47,
Hodgkin’s disease,AUS,Australia,2017,27,,57,
Leukemia,AUS,Australia,2000,569,,794,
Leukemia,AUS,Australia,2001,585,,779,
Leukemia,AUS,Australia,2002,584,,857,
Leukemia,AUS,Australia,2003,589,,795,
Leukemia,AUS,Australia,2004,612,,833,
Leukemia,AUS,Australia,2006,610,,832,
Leukemia,AUS,Australia,2007,578,,894,
Leukemia,AUS,Australia,2008,610,,891,
Leukemia,AUS,Australia,2009,633,,964,
Leukemia,AUS,Australia,2010,684,,955,
Leukemia,AUS,Australia,2011,696,,934,
Leukemia,AUS,Australia,2012,683,,943,
Leukemia,AUS,Australia,2013,679,,966,
Leukemia,AUS,Australia,2014,745,,961,
Leukemia,AUS,Australia,2015,761,,1031,
Leukemia,AUS,Australia,2016,741,,1082,
Leukemia,AUS,Australia,2017,744,,1103,
Malignant neoplasms of bladder,AUS,Australia,2000,249,,570,
Malignant neoplasms of bladder,AUS,Australia,2001,275,,633,
Malignant neoplasms of bladder,AUS,Australia,2002,277,,640,
Malignant neoplasms of bladder,AUS,Australia,2003,277,,594,
Malignant neoplasms of bladder,AUS,Australia,2004,314,,589,
Malignant neoplasms of bladder,AUS,Australia,2006,286,,610,
Malignant neoplasms of bladder,AUS,Australia,2007,297,,631,
Malignant neoplasms of bladder,AUS,Australia,2008,287,,663,
Malignant neoplasms of bladder,AUS,Australia,2009,323,,704,
Malignant neoplasms of bladder,AUS,Australia,2010,295,,736,
Malignant neoplasms of bladder,AUS,Australia,2011,279,,752,
Malignant neoplasms of bladder,AUS,Australia,2012,331,,707,
Malignant neoplasms of bladder,AUS,Australia,2013,278,,738,
Malignant neoplasms of bladder,AUS,Australia,2014,305,,735,
Malignant neoplasms of bladder,AUS,Australia,2015,307,,806,
Malignant neoplasms of bladder,AUS,Australia,2016,298,,721,
Malignant neoplasms of bladder,AUS,Australia,2017,292,,741,
Malignant melanoma of skin,AUS,Australia,2000,354,,617,
Malignant melanoma of skin,AUS,Australia,2001,390,,684,
Malignant melanoma of skin,AUS,Australia,2002,330,,723,
Malignant melanoma of skin,AUS,Australia,2003,381,,764,
Malignant melanoma of skin,AUS,Australia,2004,385,,815,
Malignant melanoma of skin,AUS,Australia,2006,452,,786,
Malignant melanoma of skin,AUS,Australia,2007,415,,865,
